Experiment_type,Experiment_name,Experiment_tag,Experiment_description,Int_value
LLM-Arena,narrow_further_down,0,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1678
LLM-Arena,narrow_further_down,0,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1676
LLM-Arena,narrow_further_down,0,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1679
LLM-Arena,narrow_further_down,0,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1680
LLM-Arena,narrow_further_down,0,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1681
LLM-Arena,narrow_further_down,0,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1682
LLM-Arena,narrow_further_down,0,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1683
LLM-Arena,narrow_further_down,0,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1684
LLM-Arena,narrow_further_down,0,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1687
LLM-Arena,narrow_further_down,0,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1689
LLM-Arena,narrow_further_down,0,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1685
LLM-Arena,narrow_further_down,0,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1686
LLM-Arena,narrow_further_down,0,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1690
LLM-Arena,narrow_further_down,0,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1688
LLM-Arena,narrow_further_down,0,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1692
LLM-Arena,narrow_further_down,0,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1691
LLM-Arena,narrow_further_down,0,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1693
LLM-Arena,narrow_further_down,0,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1694
LLM-Arena,narrow_further_down,0,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1695
LLM-Arena,narrow_further_down,0,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1699
LLM-Arena,narrow_further_down,0,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1700
LLM-Arena,narrow_further_down,0,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1701
LLM-Arena,narrow_further_down,0,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1697
LLM-Arena,narrow_further_down,0,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1696
LLM-Arena,narrow_further_down,0,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1702
LLM-Arena,narrow_further_down,0,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1698
LLM-Arena,narrow_further_down,0,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1703
LLM-Arena,narrow_further_down,1,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1704
LLM-Arena,narrow_further_down,1,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1705
LLM-Arena,narrow_further_down,1,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1706
LLM-Arena,narrow_further_down,1,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1707
LLM-Arena,narrow_further_down,1,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1709
LLM-Arena,narrow_further_down,1,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1708
LLM-Arena,narrow_further_down,1,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1710
LLM-Arena,narrow_further_down,1,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1711
LLM-Arena,narrow_further_down,1,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1712
LLM-Arena,narrow_further_down,1,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1713
LLM-Arena,narrow_further_down,1,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1714
LLM-Arena,narrow_further_down,1,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1717
LLM-Arena,narrow_further_down,1,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1719
LLM-Arena,narrow_further_down,1,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1715
LLM-Arena,narrow_further_down,1,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1716
LLM-Arena,narrow_further_down,1,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1721
LLM-Arena,narrow_further_down,1,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1720
LLM-Arena,narrow_further_down,1,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1718
LLM-Arena,narrow_further_down,1,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1722
LLM-Arena,narrow_further_down,1,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1723
LLM-Arena,narrow_further_down,1,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1726
LLM-Arena,narrow_further_down,1,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1727
LLM-Arena,narrow_further_down,1,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1729
LLM-Arena,narrow_further_down,1,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1724
LLM-Arena,narrow_further_down,1,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1730
LLM-Arena,narrow_further_down,1,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1732
LLM-Arena,narrow_further_down,1,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1725
LLM-Arena,narrow_further_down,1,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1731
LLM-Arena,narrow_further_down,1,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1733
LLM-Arena,narrow_further_down,1,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1728
LLM-Arena,narrow_further_down,2,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1734
LLM-Arena,narrow_further_down,2,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1737
LLM-Arena,narrow_further_down,2,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1738
LLM-Arena,narrow_further_down,2,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1736
LLM-Arena,narrow_further_down,2,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1735
LLM-Arena,narrow_further_down,2,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1739
LLM-Arena,narrow_further_down,2,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1742
LLM-Arena,narrow_further_down,2,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1741
LLM-Arena,narrow_further_down,2,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1740
LLM-Arena,narrow_further_down,2,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1743
LLM-Arena,narrow_further_down,2,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1744
LLM-Arena,narrow_further_down,2,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1745
LLM-Arena,narrow_further_down,2,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1749
LLM-Arena,narrow_further_down,2,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1746
LLM-Arena,narrow_further_down,2,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1748
LLM-Arena,narrow_further_down,2,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1750
LLM-Arena,narrow_further_down,2,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1747
LLM-Arena,narrow_further_down,2,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1751
LLM-Arena,narrow_further_down,2,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1752
LLM-Arena,narrow_further_down,2,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1753
LLM-Arena,narrow_further_down,2,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1754
LLM-Arena,narrow_further_down,2,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1755
LLM-Arena,narrow_further_down,2,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1759
LLM-Arena,narrow_further_down,2,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1760
LLM-Arena,narrow_further_down,2,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1761
LLM-Arena,narrow_further_down,2,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1757
LLM-Arena,narrow_further_down,2,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1758
LLM-Arena,narrow_further_down,2,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1762
LLM-Arena,narrow_further_down,2,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1756
LLM-Arena,narrow_further_down,2,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1763
LLM-Arena,narrow_further_down,3,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1767
LLM-Arena,narrow_further_down,3,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1766
LLM-Arena,narrow_further_down,3,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1764
LLM-Arena,narrow_further_down,3,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1769
LLM-Arena,narrow_further_down,3,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1770
LLM-Arena,narrow_further_down,3,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1768
LLM-Arena,narrow_further_down,3,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1765
LLM-Arena,narrow_further_down,3,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1771
LLM-Arena,narrow_further_down,3,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1773
LLM-Arena,narrow_further_down,3,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1772
LLM-Arena,narrow_further_down,3,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1775
LLM-Arena,narrow_further_down,3,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1779
LLM-Arena,narrow_further_down,3,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1774
LLM-Arena,narrow_further_down,3,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1777
LLM-Arena,narrow_further_down,3,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1776
LLM-Arena,narrow_further_down,3,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1780
LLM-Arena,narrow_further_down,3,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1778
LLM-Arena,narrow_further_down,3,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1781
LLM-Arena,narrow_further_down,3,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1782
LLM-Arena,narrow_further_down,3,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1783
LLM-Arena,narrow_further_down,3,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1788
LLM-Arena,narrow_further_down,3,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1784
LLM-Arena,narrow_further_down,3,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1789
LLM-Arena,narrow_further_down,3,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1787
LLM-Arena,narrow_further_down,3,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1785
LLM-Arena,narrow_further_down,3,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1790
LLM-Arena,narrow_further_down,3,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1791
LLM-Arena,narrow_further_down,3,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1793
LLM-Arena,narrow_further_down,3,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1792
LLM-Arena,narrow_further_down,3,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1786
LLM-Arena,narrow_further_down,4,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1797
LLM-Arena,narrow_further_down,4,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1794
LLM-Arena,narrow_further_down,4,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1798
LLM-Arena,narrow_further_down,4,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1795
LLM-Arena,narrow_further_down,4,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1796
LLM-Arena,narrow_further_down,4,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1799
LLM-Arena,narrow_further_down,4,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1800
LLM-Arena,narrow_further_down,4,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1801
LLM-Arena,narrow_further_down,4,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1802
LLM-Arena,narrow_further_down,4,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1803
LLM-Arena,narrow_further_down,4,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1806
LLM-Arena,narrow_further_down,4,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1809
LLM-Arena,narrow_further_down,4,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1804
LLM-Arena,narrow_further_down,4,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1807
LLM-Arena,narrow_further_down,4,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1805
LLM-Arena,narrow_further_down,4,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1810
LLM-Arena,narrow_further_down,4,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1811
LLM-Arena,narrow_further_down,4,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1812
LLM-Arena,narrow_further_down,4,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1808
LLM-Arena,narrow_further_down,4,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1813
LLM-Arena,narrow_further_down,4,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1814
LLM-Arena,narrow_further_down,4,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1816
LLM-Arena,narrow_further_down,4,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1819
LLM-Arena,narrow_further_down,4,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1820
LLM-Arena,narrow_further_down,4,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1821
LLM-Arena,narrow_further_down,4,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1822
LLM-Arena,narrow_further_down,4,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1815
LLM-Arena,narrow_further_down,4,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1818
LLM-Arena,narrow_further_down,4,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1817
LLM-Arena,narrow_further_down,4,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1823
LLM-Arena,narrow_further_down,5,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1824
LLM-Arena,narrow_further_down,5,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1827
LLM-Arena,narrow_further_down,5,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1825
LLM-Arena,narrow_further_down,5,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1826
LLM-Arena,narrow_further_down,5,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1829
LLM-Arena,narrow_further_down,5,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1830
LLM-Arena,narrow_further_down,5,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1828
LLM-Arena,narrow_further_down,5,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1831
LLM-Arena,narrow_further_down,5,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1832
LLM-Arena,narrow_further_down,5,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1833
LLM-Arena,narrow_further_down,5,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1835
LLM-Arena,narrow_further_down,5,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1838
LLM-Arena,narrow_further_down,5,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1834
LLM-Arena,narrow_further_down,5,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1837
LLM-Arena,narrow_further_down,5,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1836
LLM-Arena,narrow_further_down,5,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1839
LLM-Arena,narrow_further_down,5,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1840
LLM-Arena,narrow_further_down,5,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1842
LLM-Arena,narrow_further_down,5,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1843
LLM-Arena,narrow_further_down,5,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1841
LLM-Arena,narrow_further_down,5,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1846
LLM-Arena,narrow_further_down,5,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1848
LLM-Arena,narrow_further_down,5,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1844
LLM-Arena,narrow_further_down,5,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1849
LLM-Arena,narrow_further_down,5,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1850
LLM-Arena,narrow_further_down,5,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1845
LLM-Arena,narrow_further_down,5,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1851
LLM-Arena,narrow_further_down,5,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1852
LLM-Arena,narrow_further_down,5,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1847
LLM-Arena,narrow_further_down,5,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1853
LLM-Arena,narrow_further_down,6,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1854
LLM-Arena,narrow_further_down,6,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1855
LLM-Arena,narrow_further_down,6,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1857
LLM-Arena,narrow_further_down,6,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1856
LLM-Arena,narrow_further_down,6,Lift|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1858
LLM-Arena,narrow_further_down,6,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1859
LLM-Arena,narrow_further_down,6,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1860
LLM-Arena,narrow_further_down,6,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1861
LLM-Arena,narrow_further_down,6,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1862
LLM-Arena,narrow_further_down,6,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1863
LLM-Arena,narrow_further_down,6,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1868
LLM-Arena,narrow_further_down,6,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1867
LLM-Arena,narrow_further_down,6,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1864
LLM-Arena,narrow_further_down,6,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1869
LLM-Arena,narrow_further_down,6,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1865
LLM-Arena,narrow_further_down,6,Complex|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1866
LLM-Arena,narrow_further_down,6,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1872
LLM-Arena,narrow_further_down,6,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1870
LLM-Arena,narrow_further_down,6,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1871
