Conversation_ID,Strategy,Type,Game_ID,User_ID,Mutant_ID,Test_ID,Is_Active,Is_Success
28723,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1620,6,,22750,0,1
28724,TEST_DEFAULT,DEFEND_FOCUS,1619,6,,22746,0,1
28725,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22745,0,1
28726,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1620,5,8909,,0,1
28727,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,1622,6,,,0,1
28728,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22747,0,1
28729,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1622,5,8912,,0,1
28730,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1623,5,8913,,0,1
28731,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,,0,1
28732,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,22754,0,1
28733,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1619,5,8910,,0,1
28734,TEST_DEFAULT,DEFEND_FOCUS,1619,6,,22748,0,1
28735,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1620,5,8914,,0,1
28736,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22749,0,1
28737,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1619,5,8919,,0,1
28738,TEST_DEFAULT,DEFEND_FOCUS,1619,6,,22751,0,1
28739,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1621,5,8915,,0,1
28740,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1622,5,,,0,0
28741,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1623,5,8916,,0,1
28742,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22753,0,1
28743,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1620,6,,22763,0,1
28744,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1623,6,,,0,0
28745,TEST_DEFAULT,DEFEND_FOCUS,1619,6,,22756,0,1
28746,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1620,5,8917,,0,1
28747,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,,0,1
28748,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1621,5,,,0,0
28749,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,22757,0,1
28750,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22758,0,1
28751,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1623,5,8918,,0,1
28752,TEST_DEFAULT,DEFEND_FOCUS,1619,6,,22760,0,1
28753,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1620,5,8920,,0,1
28754,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,22761,0,1
28755,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22762,0,1
28756,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1623,5,8922,,0,1
28757,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1619,5,8923,,0,1
28758,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,22765,0,1
28759,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22766,0,1
28760,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1619,5,,,0,1
28761,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1620,6,,22773,0,1
28762,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1620,5,8921,,0,1
28763,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1622,5,8925,,0,1
28764,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,22769,0,1
28765,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22770,0,1
28766,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1623,6,,22774,0,1
28767,TEST_DEFAULT,DEFEND_FOCUS,1619,6,,22771,0,1
28768,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1620,5,8928,,0,1
28769,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1619,5,,,0,0
28770,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,22777,0,1
28771,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1621,5,8924,,0,1
28772,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22772,0,1
28773,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1623,5,8927,,0,1
28774,TEST_DEFAULT,DEFEND_FOCUS,1619,6,,22775,0,1
28775,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1621,5,8926,,0,1
28776,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1622,5,8930,,0,1
28777,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1620,6,,22779,0,1
28778,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22776,0,1
28779,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1623,6,,22784,0,1
28780,TEST_DEFAULT,DEFEND_FOCUS,1619,6,,22778,0,1
28781,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,,0,1
28782,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1621,5,,,0,1
28783,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1623,5,8929,,0,1
28784,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22781,0,1
28785,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1620,6,,,0,0
28786,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,22780,0,1
28787,TEST_DEFAULT,DEFEND_FOCUS,1619,6,,22783,0,1
28788,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1620,5,,,0,0
28789,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1623,5,8931,,0,1
28790,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1621,5,8932,,0,1
28791,TEST_DEFAULT,DEFEND_FOCUS,1619,6,,22787,0,1
28792,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,22785,0,1
28793,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22786,0,1
28794,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1623,6,,22791,0,1
28795,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1619,5,8933,,0,1
28796,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,22788,0,1
28797,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1622,5,8938,,0,1
28798,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22789,0,1
28799,TEST_DEFAULT,DEFEND_FOCUS,1619,6,,22790,0,1
28800,TEST_FULL_SUITE,DEFEND_DEFAULT,1621,6,,,0,1
28801,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1623,5,8934,,0,1
28802,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,22792,0,1
28803,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,,0,1
28804,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1621,5,8935,,0,1
28805,TEST_DEFAULT,DEFEND_FOCUS,1619,6,,22794,0,1
28806,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22793,0,1
28807,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1623,6,,22798,0,1
28808,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1619,5,8936,,0,1
28809,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1622,5,,,0,1
28810,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1623,5,8937,,0,1
28811,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22796,0,1
28812,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1620,6,,,0,0
28813,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1621,5,8940,,0,1
28814,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1620,5,,,0,0
28815,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22799,0,1
28816,TEST_DEFAULT,DEFEND_FOCUS,1619,6,,22800,0,1
28817,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1619,5,8941,,0,1
28818,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,22795,0,1
28819,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1623,6,,22804,0,1
28820,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1623,5,,,0,1
28821,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1622,5,8939,,0,1
28822,TEST_DEFAULT,DEFEND_FOCUS,1619,6,,22806,0,1
28823,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1623,5,,,0,1
28824,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,22801,0,1
28825,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22802,0,1
28826,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1622,5,8942,,0,1
28827,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,22805,0,1
28828,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1620,6,,22810,0,1
28829,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1620,5,8944,,0,1
28830,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1622,5,,,0,0
28831,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1621,5,8945,,0,1
28832,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1623,5,8943,,0,1
28833,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,22809,0,1
28834,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,22811,0,1
28835,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1619,5,,,0,0
28836,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1623,6,,,0,0
28837,TEST_DEFAULT,DEFEND_FOCUS,1619,6,,22812,0,1
28838,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22807,0,1
28839,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1622,6,,22814,0,1
28840,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1623,5,8949,,0,1
28841,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1620,6,,,0,0
28842,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1620,5,8948,,0,1
28843,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1621,5,8947,,0,1
28844,TEST_DEFAULT,DEFEND_FOCUS,1619,6,,22815,0,1
28845,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_FOCUS,1622,6,,,0,0
28846,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22813,0,1
28847,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22816,0,1
28848,TEST_DEFAULT,DEFEND_FOCUS,1619,6,,22822,0,1
28849,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1622,5,,,0,0
28850,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22819,0,1
28851,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1621,5,,,0,1
28852,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22823,0,1
28853,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1619,5,8950,,0,1
28854,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1623,6,,,0,0
28855,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1620,5,8951,,0,1
28856,TEST_DEFAULT,DEFEND_FOCUS,1619,6,,22828,0,1
28857,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1621,5,8953,,0,1
28858,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1623,5,8952,,0,1
28859,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22826,0,1
28860,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1620,6,,,0,0
28861,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1619,5,,,0,1
28862,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1620,5,8956,,0,1
28863,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_FOCUS,1622,6,,22836,0,1
28864,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1623,5,8957,,0,1
28865,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22831,0,1
28866,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1621,5,8955,,0,1
28867,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1619,5,,,0,0
28868,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1622,5,8954,,0,1
28869,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22833,0,1
28870,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1622,5,,,0,0
28871,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1623,6,,22844,0,1
28872,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1619,5,,,0,1
28873,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1621,5,8959,,0,1
28874,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22835,0,1
28875,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22838,0,1
28876,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1620,5,8958,,0,1
28877,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1620,6,,22845,0,1
28878,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1623,5,8960,,0,1
28879,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1619,5,,,0,1
28880,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22840,0,1
28881,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_FOCUS,1622,6,,22842,0,1
28882,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1619,5,,,0,1
28883,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22847,0,1
28884,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_FOCUS,1622,6,,22849,0,1
28885,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1620,5,8961,,0,1
28886,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1623,6,,22851,0,1
28887,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1621,5,8963,,0,1
28888,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1620,6,,,1,0
28889,TEST_FULL_SUITE,DEFEND_DEFAULT,1621,6,,,0,1
28890,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1622,5,8962,,0,1
28891,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1623,5,,,0,1
28892,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,,0,1
28893,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22852,0,1
28894,MUTANT_ANNOTATED_FULL_CLASS,ATTACK_DEFAULT,1624,5,8969,,0,1
28895,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22854,0,1
28896,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22853,0,1
28897,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1623,5,8964,,0,1
28898,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1620,5,,,1,0
28899,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_FOCUS,1622,6,,22859,0,1
28900,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1620,5,,,0,1
28901,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22860,0,1
28902,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22855,0,1
28903,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1622,5,8967,,0,1
28904,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1621,5,,,1,0
28905,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1623,6,,22857,0,1
28906,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1623,5,8970,,0,1
28907,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1623,6,,,0,0
28908,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22858,0,1
28909,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_FOCUS,1622,6,,22862,0,1
28910,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22863,0,1
28911,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1620,5,,,0,1
28912,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1622,5,8968,,0,1
28913,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22861,0,1
28914,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1621,5,,,0,1
28915,MUTANT_ANNOTATED_FULL_CLASS,ATTACK_DEFAULT,1624,5,8973,,0,1
28916,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22869,0,1
28917,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_FOCUS,1622,6,,,0,0
28918,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1622,5,8972,,0,1
28919,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22871,0,1
28920,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1623,5,8977,,0,1
28921,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22868,0,1
28922,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1621,5,,,0,1
28923,TEST_DEFAULT,DEFEND_FOCUS,1624,6,,22973,0,1
28924,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1623,5,,,0,1
28925,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1622,5,8974,,0,1
28926,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1620,5,,,0,1
28927,MUTANT_ANNOTATED_FULL_CLASS,ATTACK_DEFAULT,1624,5,,,0,0
28928,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1623,6,,22878,0,1
28929,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1621,6,,22872,1,0
28930,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22880,0,1
28931,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_DEFAULT,1622,5,8975,,0,1
28932,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1621,5,,,0,1
28933,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_FOCUS,1622,6,,22882,0,1
28934,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1623,6,,22883,0,1
28935,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22894,0,1
28936,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1623,5,,,0,1
28937,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_FOCUS,1622,6,,22887,0,1
28938,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1623,6,,22889,0,1
28939,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1620,5,,,0,1
28940,MUTANT_ANNOTATED_FULL_CLASS,ATTACK_DEFAULT,1625,5,8978,,0,1
28941,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1625,6,,,0,0
28942,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1623,6,,22893,0,1
28943,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1622,5,,,0,1
28944,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22899,0,1
28945,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1623,6,,22902,0,1
28946,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22905,0,1
28947,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1620,5,,,0,1
28948,MUTANT_ANNOTATED_FULL_CLASS,ATTACK_DEFAULT,1625,5,,,0,0
28949,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1623,5,,,0,0
28950,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1625,6,,22907,0,1
28951,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1622,5,,,0,1
28952,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22910,0,1
28953,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1620,5,,,0,1
28954,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1625,6,,22912,0,1
28955,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22914,0,1
28956,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1623,5,,,0,1
28957,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1625,6,,22915,0,1
28958,MUTANT_ANNOTATED_FULL_CLASS,ATTACK_DEFAULT,1625,5,8980,,0,1
28959,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22916,0,1
28960,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1622,5,,,0,1
28961,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1620,5,,,0,1
28962,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1625,6,,22918,0,1
28963,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1623,5,,,0,1
28964,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22921,0,1
28965,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1625,6,,22922,0,1
28966,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22923,0,1
28967,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1620,5,,,0,1
28968,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1622,5,,,0,1
28969,MUTANT_ANNOTATED_FULL_CLASS,ATTACK_DEFAULT,1625,5,,,0,0
28970,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22926,0,1
28971,MUTANT_ANNOTATED_FULL_CLASS,ATTACK_DEFAULT,1624,5,,,0,0
28972,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1625,6,,22927,0,1
28973,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1620,5,,,0,0
28974,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1623,5,,,0,1
28975,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22930,0,1
28976,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1625,6,,22931,0,1
28977,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22932,0,1
28978,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1622,5,,,0,1
28979,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1625,6,,,0,0
28980,MUTANT_ANNOTATED_FULL_CLASS,ATTACK_DEFAULT,1626,5,,,0,0
28981,TEST_FULL_SUITE,DEFEND_DEFAULT,1626,6,,,0,1
28982,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22935,0,1
28983,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1623,5,,,0,1
28984,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1626,6,,,0,1
28985,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22940,0,1
28986,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1626,6,,22937,0,1
28987,MUTANT_ANNOTATED_FULL_CLASS,ATTACK_DEFAULT,1625,5,,,0,0
28988,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1622,5,,,0,1
28989,MUTANT_ANNOTATED_FULL_CLASS,ATTACK_DEFAULT,1624,5,8985,,0,1
28990,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1626,6,,22939,0,1
28991,MUTANT_RANDOM_SINGLE_METHOD,ATTACK_EQUIVALENCE,1623,5,,,0,1
28992,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22945,0,1
28993,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1626,6,,22944,0,1
28994,TEST_DEFAULT,DEFEND_DEFAULT,1624,6,,22948,0,1
28995,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1625,6,,22962,0,1
28996,MUTANT_ANNOTATED_FULL_CLASS,ATTACK_DEFAULT,1627,5,8987,,0,1
28997,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,1627,6,,,0,1
28998,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1627,6,,,0,1
28999,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1626,6,,22947,0,1
29000,MUTANT_ANNOTATED_FULL_CLASS,ATTACK_DEFAULT,1628,5,,,0,0
29001,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1628,6,,,0,1
