Conversation_ID,Index_in_conversation,Message_type,Input_tokens,Output_tokens,timestamp,Model_name,Model_type
23670,2,AI,2570,67,2026-01-26 10:19:29,gpt-4.1-nano,OPENAI
23671,0,SYSTEM,0,0,2026-01-26 10:19:29,gpt-4.1-nano,OPENAI
23671,1,USER,0,0,2026-01-26 10:19:29,gpt-4.1-nano,OPENAI
23671,2,AI,281,215,2026-01-26 10:19:31,gpt-4.1-nano,OPENAI
23671,3,SYSTEM,0,0,2026-01-26 10:19:33,gpt-4.1-nano,OPENAI
23671,4,AI,567,217,2026-01-26 10:19:37,gpt-4.1-nano,OPENAI
23671,5,SYSTEM,0,0,2026-01-26 10:19:38,gpt-4.1-nano,OPENAI
23671,6,AI,823,223,2026-01-26 10:19:45,gpt-4.1-nano,OPENAI
23671,7,SYSTEM,0,0,2026-01-26 10:19:45,gpt-4.1-nano,OPENAI
23671,8,AI,1085,228,2026-01-26 10:19:52,gpt-4.1-nano,OPENAI
23671,9,SYSTEM,0,0,2026-01-26 10:19:53,gpt-4.1-nano,OPENAI
23672,0,SYSTEM,0,0,2026-01-26 10:19:31,gpt-4.1-nano,OPENAI
23672,1,USER,0,0,2026-01-26 10:19:31,gpt-4.1-nano,OPENAI
23672,2,AI,182,101,2026-01-26 10:19:33,gpt-4.1-nano,OPENAI
23672,3,SYSTEM,0,0,2026-01-26 10:19:33,gpt-4.1-nano,OPENAI
23672,4,AI,332,104,2026-01-26 10:19:40,gpt-4.1-nano,OPENAI
23672,5,SYSTEM,0,0,2026-01-26 10:19:40,gpt-4.1-nano,OPENAI
23672,6,AI,485,95,2026-01-26 10:19:47,gpt-4.1-nano,OPENAI
23673,0,SYSTEM,0,0,2026-01-26 10:19:39,gpt-4.1-nano,OPENAI
23673,1,USER,0,0,2026-01-26 10:19:39,gpt-4.1-nano,OPENAI
23673,2,AI,423,21,2026-01-26 10:19:40,gpt-4.1-nano,OPENAI
23675,0,SYSTEM,0,0,2026-01-26 10:19:46,gpt-4.1-nano,OPENAI
23675,1,USER,0,0,2026-01-26 10:19:46,gpt-4.1-nano,OPENAI
23675,2,AI,182,120,2026-01-26 10:19:47,gpt-4.1-nano,OPENAI
23675,3,SYSTEM,0,0,2026-01-26 10:19:47,gpt-4.1-nano,OPENAI
23675,4,AI,334,101,2026-01-26 10:19:54,gpt-4.1-nano,OPENAI
23675,5,SYSTEM,0,0,2026-01-26 10:19:55,gpt-4.1-nano,OPENAI
23675,6,AI,467,121,2026-01-26 10:20:01,gpt-4.1-nano,OPENAI
23675,7,SYSTEM,0,0,2026-01-26 10:20:02,gpt-4.1-nano,OPENAI
23675,8,AI,637,99,2026-01-26 10:20:08,gpt-4.1-nano,OPENAI
23675,9,SYSTEM,0,0,2026-01-26 10:20:08,gpt-4.1-nano,OPENAI
23677,0,SYSTEM,0,0,2026-01-26 10:19:42,gpt-4.1-nano,OPENAI
23677,1,USER,0,0,2026-01-26 10:19:42,gpt-4.1-nano,OPENAI
23677,2,AI,2826,111,2026-01-26 10:19:44,gpt-4.1-nano,OPENAI
23677,3,SYSTEM,0,0,2026-01-26 10:19:44,gpt-4.1-nano,OPENAI
23677,4,AI,2974,76,2026-01-26 10:19:45,gpt-4.1-nano,OPENAI
23677,5,SYSTEM,0,0,2026-01-26 10:19:45,gpt-4.1-nano,OPENAI
23677,6,AI,3087,44,2026-01-26 10:19:46,gpt-4.1-nano,OPENAI
23678,0,SYSTEM,0,0,2026-01-26 10:19:43,gpt-4.1-nano,OPENAI
23678,1,USER,0,0,2026-01-26 10:19:43,gpt-4.1-nano,OPENAI
23678,2,AI,2570,95,2026-01-26 10:19:44,gpt-4.1-nano,OPENAI
23680,0,SYSTEM,0,0,2026-01-26 10:19:55,gpt-4.1-nano,OPENAI
23680,1,USER,0,0,2026-01-26 10:19:55,gpt-4.1-nano,OPENAI
23680,2,AI,2683,64,2026-01-26 10:20:10,gpt-4.1-nano,OPENAI
23681,0,SYSTEM,0,0,2026-01-26 10:19:57,gpt-4.1-nano,OPENAI
23681,1,USER,0,0,2026-01-26 10:19:57,gpt-4.1-nano,OPENAI
23681,2,AI,281,247,2026-01-26 10:19:59,gpt-4.1-nano,OPENAI
23681,3,SYSTEM,0,0,2026-01-26 10:19:59,gpt-4.1-nano,OPENAI
23681,4,AI,567,283,2026-01-26 10:20:06,gpt-4.1-nano,OPENAI
23681,5,SYSTEM,0,0,2026-01-26 10:20:06,gpt-4.1-nano,OPENAI
23681,6,AI,899,218,2026-01-26 10:20:12,gpt-4.1-nano,OPENAI
23682,0,SYSTEM,0,0,2026-01-26 10:19:58,gpt-4.1-nano,OPENAI
23682,1,USER,0,0,2026-01-26 10:19:58,gpt-4.1-nano,OPENAI
23682,2,AI,2570,116,2026-01-26 10:19:59,gpt-4.1-nano,OPENAI
23682,3,SYSTEM,0,0,2026-01-26 10:19:59,gpt-4.1-nano,OPENAI
23682,4,AI,2863,89,2026-01-26 10:20:14,gpt-4.1-nano,OPENAI
23684,0,SYSTEM,0,0,2026-01-26 10:20:02,gpt-4.1-nano,OPENAI
23684,1,USER,0,0,2026-01-26 10:20:02,gpt-4.1-nano,OPENAI
23684,2,AI,2675,58,2026-01-26 10:20:17,gpt-4.1-nano,OPENAI
23685,0,SYSTEM,0,0,2026-01-26 10:20:03,gpt-4.1-nano,OPENAI
23685,1,USER,0,0,2026-01-26 10:20:03,gpt-4.1-nano,OPENAI
23685,2,AI,423,7,2026-01-26 10:20:04,gpt-4.1-nano,OPENAI
23686,0,SYSTEM,0,0,2026-01-26 10:20:10,gpt-4.1-nano,OPENAI
23686,1,USER,0,0,2026-01-26 10:20:10,gpt-4.1-nano,OPENAI
23686,2,AI,106,17,2026-01-26 10:20:11,gpt-4.1-nano,OPENAI
23687,0,SYSTEM,0,0,2026-01-26 10:20:12,gpt-4.1-nano,OPENAI
23687,1,USER,0,0,2026-01-26 10:20:12,gpt-4.1-nano,OPENAI
23687,2,AI,2685,51,2026-01-26 10:20:13,gpt-4.1-nano,OPENAI
23688,0,SYSTEM,0,0,2026-01-26 10:20:14,gpt-4.1-nano,OPENAI
23688,1,USER,0,0,2026-01-26 10:20:14,gpt-4.1-nano,OPENAI
23688,2,AI,182,115,2026-01-26 10:20:15,gpt-4.1-nano,OPENAI
23688,3,SYSTEM,0,0,2026-01-26 10:20:15,gpt-4.1-nano,OPENAI
23688,4,AI,329,127,2026-01-26 10:20:22,gpt-4.1-nano,OPENAI
23688,5,SYSTEM,0,0,2026-01-26 10:20:23,gpt-4.1-nano,OPENAI
23688,6,AI,495,225,2026-01-26 10:20:30,gpt-4.1-nano,OPENAI
23688,7,SYSTEM,0,0,2026-01-26 10:20:30,gpt-4.1-nano,OPENAI
23688,8,AI,761,177,2026-01-26 10:20:36,gpt-4.1-nano,OPENAI
23688,9,SYSTEM,0,0,2026-01-26 10:20:37,gpt-4.1-nano,OPENAI
23689,0,SYSTEM,0,0,2026-01-26 10:20:16,gpt-4.1-nano,OPENAI
23689,1,USER,0,0,2026-01-26 10:20:16,gpt-4.1-nano,OPENAI
23689,2,AI,6980,92,2026-01-26 10:20:18,gpt-4.1-nano,OPENAI
23690,0,SYSTEM,0,0,2026-01-26 10:20:17,gpt-4.1-nano,OPENAI
23690,1,USER,0,0,2026-01-26 10:20:17,gpt-4.1-nano,OPENAI
23690,2,AI,423,7,2026-01-26 10:20:18,gpt-4.1-nano,OPENAI
23691,0,SYSTEM,0,0,2026-01-26 10:20:18,gpt-4.1-nano,OPENAI
23691,1,USER,0,0,2026-01-26 10:20:18,gpt-4.1-nano,OPENAI
23691,2,AI,423,9,2026-01-26 10:20:18,gpt-4.1-nano,OPENAI
23692,0,SYSTEM,0,0,2026-01-26 10:20:25,gpt-4.1-nano,OPENAI
23692,1,USER,0,0,2026-01-26 10:20:25,gpt-4.1-nano,OPENAI
23692,2,AI,106,32,2026-01-26 10:20:25,gpt-4.1-nano,OPENAI
23692,3,SYSTEM,0,0,2026-01-26 10:20:26,gpt-4.1-nano,OPENAI
23692,4,AI,187,23,2026-01-26 10:20:32,gpt-4.1-nano,OPENAI
23692,5,SYSTEM,0,0,2026-01-26 10:20:33,gpt-4.1-nano,OPENAI
23692,6,AI,259,17,2026-01-26 10:20:39,gpt-4.1-nano,OPENAI
23693,0,SYSTEM,0,0,2026-01-26 10:20:25,gpt-4.1-nano,OPENAI
23693,1,USER,0,0,2026-01-26 10:20:25,gpt-4.1-nano,OPENAI
23693,2,AI,281,203,2026-01-26 10:20:28,gpt-4.1-nano,OPENAI
23695,0,SYSTEM,0,0,2026-01-26 10:20:25,gpt-4.1-nano,OPENAI
23695,1,USER,0,0,2026-01-26 10:20:25,gpt-4.1-nano,OPENAI
23696,0,SYSTEM,0,0,2026-01-26 10:20:28,gpt-4.1-nano,OPENAI
23696,1,USER,0,0,2026-01-26 10:20:28,gpt-4.1-nano,OPENAI
23696,2,AI,2570,89,2026-01-26 10:20:29,gpt-4.1-nano,OPENAI
23697,0,SYSTEM,0,0,2026-01-26 10:20:32,gpt-4.1-nano,OPENAI
23697,1,USER,0,0,2026-01-26 10:20:32,gpt-4.1-nano,OPENAI
23697,2,AI,6980,125,2026-01-26 10:20:33,gpt-4.1-nano,OPENAI
23698,0,SYSTEM,0,0,2026-01-26 10:20:40,gpt-4.1-nano,OPENAI
23698,1,USER,0,0,2026-01-26 10:20:40,gpt-4.1-nano,OPENAI
23698,2,AI,2567,135,2026-01-26 10:20:41,gpt-4.1-nano,OPENAI
23699,0,SYSTEM,0,0,2026-01-26 10:20:42,gpt-4.1-nano,OPENAI
23699,1,USER,0,0,2026-01-26 10:20:42,gpt-4.1-nano,OPENAI
23699,2,AI,182,122,2026-01-26 10:20:44,gpt-4.1-nano,OPENAI
23699,3,SYSTEM,0,0,2026-01-26 10:20:44,gpt-4.1-nano,OPENAI
23699,4,AI,343,194,2026-01-26 10:20:51,gpt-4.1-nano,OPENAI
23699,5,SYSTEM,0,0,2026-01-26 10:20:51,gpt-4.1-nano,OPENAI
23699,6,AI,576,170,2026-01-26 10:20:58,gpt-4.1-nano,OPENAI
23699,7,SYSTEM,0,0,2026-01-26 10:20:59,gpt-4.1-nano,OPENAI
23699,8,AI,785,204,2026-01-26 10:21:05,gpt-4.1-nano,OPENAI
23699,9,SYSTEM,0,0,2026-01-26 10:21:05,gpt-4.1-nano,OPENAI
23700,0,SYSTEM,0,0,2026-01-26 10:20:45,gpt-4.1-nano,OPENAI
23700,1,USER,0,0,2026-01-26 10:20:45,gpt-4.1-nano,OPENAI
23700,2,AI,423,21,2026-01-26 10:20:46,gpt-4.1-nano,OPENAI
23701,0,SYSTEM,0,0,2026-01-26 10:20:52,gpt-4.1-nano,OPENAI
23701,1,USER,0,0,2026-01-26 10:20:52,gpt-4.1-nano,OPENAI
23701,2,AI,172,107,2026-01-26 10:20:54,gpt-4.1-nano,OPENAI
23701,3,SYSTEM,0,0,2026-01-26 10:20:54,gpt-4.1-nano,OPENAI
23701,4,AI,318,185,2026-01-26 10:21:02,gpt-4.1-nano,OPENAI
23701,5,SYSTEM,0,0,2026-01-26 10:21:02,gpt-4.1-nano,OPENAI
23701,6,AI,552,73,2026-01-26 10:21:07,gpt-4.1-nano,OPENAI
23701,7,SYSTEM,0,0,2026-01-26 10:21:07,gpt-4.1-nano,OPENAI
23701,8,AI,674,85,2026-01-26 10:21:14,gpt-4.1-nano,OPENAI
23702,0,SYSTEM,0,0,2026-01-26 10:20:47,gpt-4.1-nano,OPENAI
23702,1,USER,0,0,2026-01-26 10:20:47,gpt-4.1-nano,OPENAI
23702,2,AI,2776,60,2026-01-26 10:20:48,gpt-4.1-nano,OPENAI
23704,0,SYSTEM,0,0,2026-01-26 10:21:10,gpt-4.1-nano,OPENAI
23704,1,USER,0,0,2026-01-26 10:21:10,gpt-4.1-nano,OPENAI
23704,2,AI,182,144,2026-01-26 10:21:12,gpt-4.1-nano,OPENAI
23704,3,SYSTEM,0,0,2026-01-26 10:21:12,gpt-4.1-nano,OPENAI
23704,4,AI,365,175,2026-01-26 10:21:19,gpt-4.1-nano,OPENAI
23704,5,SYSTEM,0,0,2026-01-26 10:21:19,gpt-4.1-nano,OPENAI
23704,6,AI,589,113,2026-01-26 10:21:25,gpt-4.1-nano,OPENAI
23706,0,SYSTEM,0,0,2026-01-26 10:21:14,gpt-4.1-nano,OPENAI
23706,1,USER,0,0,2026-01-26 10:21:14,gpt-4.1-nano,OPENAI
23706,2,AI,2862,65,2026-01-26 10:21:15,gpt-4.1-nano,OPENAI
23706,3,SYSTEM,0,0,2026-01-26 10:21:17,gpt-4.1-nano,OPENAI
23706,4,AI,3081,69,2026-01-26 10:21:18,gpt-4.1-nano,OPENAI
23706,5,SYSTEM,0,0,2026-01-26 10:21:20,gpt-4.1-nano,OPENAI
23706,6,AI,3323,81,2026-01-26 10:21:21,gpt-4.1-nano,OPENAI
23707,0,SYSTEM,0,0,2026-01-26 10:21:20,gpt-4.1-nano,OPENAI
23707,1,USER,0,0,2026-01-26 10:21:20,gpt-4.1-nano,OPENAI
23707,2,AI,423,6,2026-01-26 10:21:21,gpt-4.1-nano,OPENAI
23708,0,SYSTEM,0,0,2026-01-26 10:21:27,gpt-4.1-nano,OPENAI
23708,1,USER,0,0,2026-01-26 10:21:27,gpt-4.1-nano,OPENAI
23708,2,AI,172,114,2026-01-26 10:21:29,gpt-4.1-nano,OPENAI
23708,3,SYSTEM,0,0,2026-01-26 10:21:29,gpt-4.1-nano,OPENAI
23708,4,AI,335,92,2026-01-26 10:21:36,gpt-4.1-nano,OPENAI
23709,0,SYSTEM,0,0,2026-01-26 10:21:21,gpt-4.1-nano,OPENAI
23709,1,USER,0,0,2026-01-26 10:21:21,gpt-4.1-nano,OPENAI
23709,2,AI,2684,64,2026-01-26 10:21:43,gpt-4.1-nano,OPENAI
23710,0,SYSTEM,0,0,2026-01-26 10:21:31,gpt-4.1-nano,OPENAI
23710,1,USER,0,0,2026-01-26 10:21:31,gpt-4.1-nano,OPENAI
23710,2,AI,423,21,2026-01-26 10:21:32,gpt-4.1-nano,OPENAI
23711,0,SYSTEM,0,0,2026-01-26 10:21:38,gpt-4.1-nano,OPENAI
23711,1,USER,0,0,2026-01-26 10:21:38,gpt-4.1-nano,OPENAI
23711,2,AI,182,149,2026-01-26 10:21:40,gpt-4.1-nano,OPENAI
23711,3,SYSTEM,0,0,2026-01-26 10:21:40,gpt-4.1-nano,OPENAI
23712,0,SYSTEM,0,0,2026-01-26 10:21:36,gpt-4.1-nano,OPENAI
23712,1,USER,0,0,2026-01-26 10:21:36,gpt-4.1-nano,OPENAI
23712,2,AI,2538,789,2026-01-26 10:21:42,gpt-4.1-nano,OPENAI
23713,0,SYSTEM,0,0,2026-01-26 10:21:41,gpt-4.1-nano,OPENAI
23713,1,USER,0,0,2026-01-26 10:21:41,gpt-4.1-nano,OPENAI
23713,2,AI,2748,79,2026-01-26 10:21:42,gpt-4.1-nano,OPENAI
23714,0,SYSTEM,0,0,2026-01-26 10:21:41,gpt-4.1-nano,OPENAI
23714,1,USER,0,0,2026-01-26 10:21:41,gpt-4.1-nano,OPENAI
23714,2,AI,423,6,2026-01-26 10:21:42,gpt-4.1-nano,OPENAI
23715,0,SYSTEM,0,0,2026-01-26 10:21:48,gpt-4.1-nano,OPENAI
23715,1,USER,0,0,2026-01-26 10:21:48,gpt-4.1-nano,OPENAI
23715,2,AI,172,92,2026-01-26 10:21:49,gpt-4.1-nano,OPENAI
23715,3,SYSTEM,0,0,2026-01-26 10:21:50,gpt-4.1-nano,OPENAI
23715,4,AI,313,96,2026-01-26 10:21:57,gpt-4.1-nano,OPENAI
23715,5,SYSTEM,0,0,2026-01-26 10:21:57,gpt-4.1-nano,OPENAI
23715,6,AI,458,125,2026-01-26 10:22:04,gpt-4.1-nano,OPENAI
23715,7,SYSTEM,0,0,2026-01-26 10:22:04,gpt-4.1-nano,OPENAI
23715,8,AI,632,131,2026-01-26 10:22:11,gpt-4.1-nano,OPENAI
23715,9,SYSTEM,0,0,2026-01-26 10:22:12,gpt-4.1-nano,OPENAI
23716,0,SYSTEM,0,0,2026-01-26 10:21:43,gpt-4.1-nano,OPENAI
23716,1,USER,0,0,2026-01-26 10:21:43,gpt-4.1-nano,OPENAI
23716,2,AI,2566,67,2026-01-26 10:21:45,gpt-4.1-nano,OPENAI
23717,0,SYSTEM,0,0,2026-01-26 10:21:45,gpt-4.1-nano,OPENAI
23717,1,USER,0,0,2026-01-26 10:21:45,gpt-4.1-nano,OPENAI
23717,2,AI,2627,289,2026-01-26 10:21:47,gpt-4.1-nano,OPENAI
23717,3,SYSTEM,0,0,2026-01-26 10:21:47,gpt-4.1-nano,OPENAI
23717,4,AI,2953,141,2026-01-26 10:21:49,gpt-4.1-nano,OPENAI
23717,5,SYSTEM,0,0,2026-01-26 10:21:50,gpt-4.1-nano,OPENAI
23717,6,AI,3140,95,2026-01-26 10:21:51,gpt-4.1-nano,OPENAI
23717,7,SYSTEM,0,0,2026-01-26 10:21:51,gpt-4.1-nano,OPENAI
23717,8,AI,3272,113,2026-01-26 10:21:52,gpt-4.1-nano,OPENAI
23718,0,SYSTEM,0,0,2026-01-26 10:21:46,gpt-4.1-nano,OPENAI
23718,1,USER,0,0,2026-01-26 10:21:46,gpt-4.1-nano,OPENAI
23718,2,AI,2839,116,2026-01-26 10:21:48,gpt-4.1-nano,OPENAI
23718,3,SYSTEM,0,0,2026-01-26 10:21:52,gpt-4.1-nano,OPENAI
23718,4,AI,3108,120,2026-01-26 10:21:53,gpt-4.1-nano,OPENAI
23718,5,SYSTEM,0,0,2026-01-26 10:21:59,gpt-4.1-nano,OPENAI
23718,6,AI,3401,128,2026-01-26 10:22:00,gpt-4.1-nano,OPENAI
23718,7,SYSTEM,0,0,2026-01-26 10:22:06,gpt-4.1-nano,OPENAI
23718,8,AI,3665,138,2026-01-26 10:22:07,gpt-4.1-nano,OPENAI
23720,0,SYSTEM,0,0,2026-01-26 10:22:03,gpt-4.1-nano,OPENAI
23720,1,USER,0,0,2026-01-26 10:22:03,gpt-4.1-nano,OPENAI
23720,2,AI,2566,52,2026-01-26 10:22:03,gpt-4.1-nano,OPENAI
23722,0,SYSTEM,0,0,2026-01-26 10:22:10,gpt-4.1-nano,OPENAI
23722,1,USER,0,0,2026-01-26 10:22:10,gpt-4.1-nano,OPENAI
23722,2,AI,423,7,2026-01-26 10:22:11,gpt-4.1-nano,OPENAI
23723,0,SYSTEM,0,0,2026-01-26 10:22:10,gpt-4.1-nano,OPENAI
23723,1,USER,0,0,2026-01-26 10:22:10,gpt-4.1-nano,OPENAI
23723,2,AI,2538,632,2026-01-26 10:22:16,gpt-4.1-nano,OPENAI
23724,0,SYSTEM,0,0,2026-01-26 10:22:17,gpt-4.1-nano,OPENAI
23724,1,USER,0,0,2026-01-26 10:22:17,gpt-4.1-nano,OPENAI
23724,2,AI,172,107,2026-01-26 10:22:19,gpt-4.1-nano,OPENAI
23726,0,SYSTEM,0,0,2026-01-26 10:22:16,gpt-4.1-nano,OPENAI
23726,1,USER,0,0,2026-01-26 10:22:16,gpt-4.1-nano,OPENAI
23726,2,AI,172,101,2026-01-26 10:22:18,gpt-4.1-nano,OPENAI
23726,3,SYSTEM,0,0,2026-01-26 10:22:18,gpt-4.1-nano,OPENAI
23726,4,AI,322,65,2026-01-26 10:22:25,gpt-4.1-nano,OPENAI
23726,5,SYSTEM,0,0,2026-01-26 10:22:25,gpt-4.1-nano,OPENAI
23726,6,AI,436,73,2026-01-26 10:22:32,gpt-4.1-nano,OPENAI
23726,7,SYSTEM,0,0,2026-01-26 10:22:33,gpt-4.1-nano,OPENAI
23726,8,AI,558,77,2026-01-26 10:22:38,gpt-4.1-nano,OPENAI
23726,9,SYSTEM,0,0,2026-01-26 10:22:39,gpt-4.1-nano,OPENAI
23727,0,SYSTEM,0,0,2026-01-26 10:22:18,gpt-4.1-nano,OPENAI
23727,1,USER,0,0,2026-01-26 10:22:18,gpt-4.1-nano,OPENAI
23727,2,AI,2566,54,2026-01-26 10:22:19,gpt-4.1-nano,OPENAI
23730,0,SYSTEM,0,0,2026-01-26 10:22:24,gpt-4.1-nano,OPENAI
23730,1,USER,0,0,2026-01-26 10:22:24,gpt-4.1-nano,OPENAI
23730,2,AI,423,7,2026-01-26 10:22:25,gpt-4.1-nano,OPENAI
23731,0,SYSTEM,0,0,2026-01-26 10:22:31,gpt-4.1-nano,OPENAI
23731,1,USER,0,0,2026-01-26 10:22:31,gpt-4.1-nano,OPENAI
23731,2,AI,172,100,2026-01-26 10:22:32,gpt-4.1-nano,OPENAI
23731,3,SYSTEM,0,0,2026-01-26 10:22:33,gpt-4.1-nano,OPENAI
23731,4,AI,304,101,2026-01-26 10:22:40,gpt-4.1-nano,OPENAI
23731,5,SYSTEM,0,0,2026-01-26 10:22:40,gpt-4.1-nano,OPENAI
23731,6,AI,454,94,2026-01-26 10:22:47,gpt-4.1-nano,OPENAI
23731,7,SYSTEM,0,0,2026-01-26 10:22:48,gpt-4.1-nano,OPENAI
23731,8,AI,580,100,2026-01-26 10:22:54,gpt-4.1-nano,OPENAI
23731,9,SYSTEM,0,0,2026-01-26 10:22:54,gpt-4.1-nano,OPENAI
23732,0,SYSTEM,0,0,2026-01-26 10:22:34,gpt-4.1-nano,OPENAI
23732,1,USER,0,0,2026-01-26 10:22:34,gpt-4.1-nano,OPENAI
23732,2,AI,2566,85,2026-01-26 10:22:35,gpt-4.1-nano,OPENAI
23734,0,SYSTEM,0,0,2026-01-26 10:22:36,gpt-4.1-nano,OPENAI
23734,1,USER,0,0,2026-01-26 10:22:36,gpt-4.1-nano,OPENAI
23734,2,AI,3376,61,2026-01-26 10:22:46,gpt-4.1-nano,OPENAI
23735,0,SYSTEM,0,0,2026-01-26 10:22:39,gpt-4.1-nano,OPENAI
23735,1,USER,0,0,2026-01-26 10:22:39,gpt-4.1-nano,OPENAI
23735,2,AI,2623,90,2026-01-26 10:22:40,gpt-4.1-nano,OPENAI
23736,0,SYSTEM,0,0,2026-01-26 10:22:39,gpt-4.1-nano,OPENAI
23736,1,USER,0,0,2026-01-26 10:22:39,gpt-4.1-nano,OPENAI
23736,2,AI,2823,62,2026-01-26 10:22:40,gpt-4.1-nano,OPENAI
23737,0,SYSTEM,0,0,2026-01-26 10:22:44,gpt-4.1-nano,OPENAI
23737,1,USER,0,0,2026-01-26 10:22:44,gpt-4.1-nano,OPENAI
23737,2,AI,3376,58,2026-01-26 10:22:56,gpt-4.1-nano,OPENAI
23738,0,SYSTEM,0,0,2026-01-26 10:22:44,gpt-4.1-nano,OPENAI
23738,1,USER,0,0,2026-01-26 10:22:44,gpt-4.1-nano,OPENAI
23738,2,AI,172,101,2026-01-26 10:22:46,gpt-4.1-nano,OPENAI
23739,0,SYSTEM,0,0,2026-01-26 10:22:49,gpt-4.1-nano,OPENAI
23739,1,USER,0,0,2026-01-26 10:22:49,gpt-4.1-nano,OPENAI
23739,2,AI,2566,53,2026-01-26 10:22:50,gpt-4.1-nano,OPENAI
23740,0,SYSTEM,0,0,2026-01-26 10:22:59,gpt-4.1-nano,OPENAI
23740,1,USER,0,0,2026-01-26 10:22:59,gpt-4.1-nano,OPENAI
23740,2,AI,172,89,2026-01-26 10:23:01,gpt-4.1-nano,OPENAI
23740,3,SYSTEM,0,0,2026-01-26 10:23:01,gpt-4.1-nano,OPENAI
23740,4,AI,293,107,2026-01-26 10:23:08,gpt-4.1-nano,OPENAI
23742,0,SYSTEM,0,0,2026-01-26 10:23:03,gpt-4.1-nano,OPENAI
23742,1,USER,0,0,2026-01-26 10:23:03,gpt-4.1-nano,OPENAI
23742,2,AI,423,22,2026-01-26 10:23:04,gpt-4.1-nano,OPENAI
23743,0,SYSTEM,0,0,2026-01-26 10:23:11,gpt-4.1-nano,OPENAI
23743,1,USER,0,0,2026-01-26 10:23:11,gpt-4.1-nano,OPENAI
23743,2,AI,106,20,2026-01-26 10:23:11,gpt-4.1-nano,OPENAI
23744,0,SYSTEM,0,0,2026-01-26 10:23:09,gpt-4.1-nano,OPENAI
23744,1,USER,0,0,2026-01-26 10:23:09,gpt-4.1-nano,OPENAI
23744,2,AI,2566,87,2026-01-26 10:23:11,gpt-4.1-nano,OPENAI
23747,0,SYSTEM,0,0,2026-01-26 10:23:13,gpt-4.1-nano,OPENAI
23747,1,USER,0,0,2026-01-26 10:23:13,gpt-4.1-nano,OPENAI
23747,2,AI,423,7,2026-01-26 10:23:14,gpt-4.1-nano,OPENAI
23748,0,SYSTEM,0,0,2026-01-26 10:23:20,gpt-4.1-nano,OPENAI
23748,1,USER,0,0,2026-01-26 10:23:20,gpt-4.1-nano,OPENAI
23748,2,AI,172,85,2026-01-26 10:23:22,gpt-4.1-nano,OPENAI
23748,3,SYSTEM,0,0,2026-01-26 10:23:22,gpt-4.1-nano,OPENAI
23748,4,AI,289,85,2026-01-26 10:23:29,gpt-4.1-nano,OPENAI
23749,0,SYSTEM,0,0,2026-01-26 10:23:18,gpt-4.1-nano,OPENAI
23749,1,USER,0,0,2026-01-26 10:23:18,gpt-4.1-nano,OPENAI
23749,2,AI,3380,41,2026-01-26 10:23:27,gpt-4.1-nano,OPENAI
23750,0,SYSTEM,0,0,2026-01-26 10:23:18,gpt-4.1-nano,OPENAI
23750,1,USER,0,0,2026-01-26 10:23:18,gpt-4.1-nano,OPENAI
23750,2,AI,423,9,2026-01-26 10:23:19,gpt-4.1-nano,OPENAI
23751,0,SYSTEM,0,0,2026-01-26 10:23:25,gpt-4.1-nano,OPENAI
23751,1,USER,0,0,2026-01-26 10:23:25,gpt-4.1-nano,OPENAI
23751,2,AI,281,231,2026-01-26 10:23:27,gpt-4.1-nano,OPENAI
23751,3,SYSTEM,0,0,2026-01-26 10:23:27,gpt-4.1-nano,OPENAI
23751,4,AI,551,368,2026-01-26 10:23:36,gpt-4.1-nano,OPENAI
23751,5,SYSTEM,0,0,2026-01-26 10:23:36,gpt-4.1-nano,OPENAI
23751,6,AI,968,260,2026-01-26 10:23:41,gpt-4.1-nano,OPENAI
23751,7,SYSTEM,0,0,2026-01-26 10:23:42,gpt-4.1-nano,OPENAI
23751,8,AI,1267,354,2026-01-26 10:23:49,gpt-4.1-nano,OPENAI
23751,9,SYSTEM,0,0,2026-01-26 10:23:50,gpt-4.1-nano,OPENAI
23752,0,SYSTEM,0,0,2026-01-26 10:23:20,gpt-4.1-nano,OPENAI
23752,1,USER,0,0,2026-01-26 10:23:20,gpt-4.1-nano,OPENAI
23752,2,AI,2706,117,2026-01-26 10:23:22,gpt-4.1-nano,OPENAI
23752,3,SYSTEM,0,0,2026-01-26 10:23:22,gpt-4.1-nano,OPENAI
23752,4,AI,2860,87,2026-01-26 10:23:23,gpt-4.1-nano,OPENAI
23752,5,SYSTEM,0,0,2026-01-26 10:23:23,gpt-4.1-nano,OPENAI
23752,6,AI,2984,69,2026-01-26 10:23:24,gpt-4.1-nano,OPENAI
23753,0,SYSTEM,0,0,2026-01-26 10:23:21,gpt-4.1-nano,OPENAI
23753,1,USER,0,0,2026-01-26 10:23:21,gpt-4.1-nano,OPENAI
23753,2,AI,3379,82,2026-01-26 10:23:31,gpt-4.1-nano,OPENAI
23754,0,SYSTEM,0,0,2026-01-26 10:23:22,gpt-4.1-nano,OPENAI
23754,1,USER,0,0,2026-01-26 10:23:22,gpt-4.1-nano,OPENAI
23754,2,AI,2813,148,2026-01-26 10:23:23,gpt-4.1-nano,OPENAI
23755,0,SYSTEM,0,0,2026-01-26 10:23:24,gpt-4.1-nano,OPENAI
23755,1,USER,0,0,2026-01-26 10:23:24,gpt-4.1-nano,OPENAI
23755,2,AI,2566,67,2026-01-26 10:23:25,gpt-4.1-nano,OPENAI
